259,CHAHAN GYOZA BENTO,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
260,MISO CHICKEN KATSU DON,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
261,MAKUNOUCHI BENTO,322,342,276,276,550.839,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
262,CHUKA ZANMAI BENTO,322,342,276,276,491.491,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
263,KATSU DON BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
264,OYAKO DON BENTO,322,342,276,276,330.51,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
265,YAKITORI DON BENTO,322,342,276,276,330.51,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
266,SAKE NORI BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
267,KARAAGE TMAGOTOJI DON BENTO,322,342,276,276,406.78,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
268,CHUKA DON BENTO,322,342,276,276,389.831,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
269,BUTA DON BENTO,322,342,276,276,406.78,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
270,OMUKATSU DON BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
271,DELUX BENTO,322,342,276,276,525.424,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
272,SHIROMI SAKANA NO KUROZU AN,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
273,BUTA YASAI ITAME,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
274,TORINIKU NO KUROZU AN,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
275,BUTA KIMCHI BENTO,322,342,276,276,457.627,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
276,BUTA STAMINA DON,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
277,SIO NEGI BUTANIKU DON,322,342,276,276,423.729,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
278,CHASHU DON BENTO,322,342,276,276,389.831,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
361,TOKYO CURRY,322,350,276,276,330.5,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
362,KARAAGE CURRY,322,350,276,276,457.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
363,CHICKEN KATSU CURRY,322,350,276,276,457.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
364,10-SYU NO YASAI CURRY,322,350,276,276,355.39,SGST@9%,9.00,CGST@9%,9.00,,0,,0,KKT,0,0,0,0,D,Menu,0,0,0,0,KUURAKU,YES
366,TORI KARAAGE (5 pc),322,350,276,276,389.83,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,D,Menu,0,0,0,0,KUURAKU,YES
367,CHAHAN,322,350,276,276,338.98,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,D,Menu,0,0,0,0,KUURAKU,YES
368,TAJ MAHAL ROLL(8 PC),322,350,276,276,643.87,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
369,CRUNCHY VEG ROLL (8 PC),322,350,276,276,542.37,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,C,Menu,0,0,0,0,KUURAKU,YES
