B 047,Crunchy Ebi Roll (8pc),322,350,276,276,652.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 048,SAKENORI DON BENTO,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 049,CHAHAAN GYOZA BENTO,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 050,DELUX BENTO,322,366,276,276,652.54,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 051,KARAAGE BENTO,322,366,276,276,483.05,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 052,BUTA STAMINA DON BENTO,322,366,276,276,500,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 053,OMUKATSU DON BENTO,322,366,276,276,567.8,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 054,BUTA DON BENTO,322,366,276,276,500,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 055,NIKOMI HAMBURG BENTO,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 056,SHOGAYAKI BENTO,322,366,276,276,567.8,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 057,CHUKA ZANMAI BENTO,322,366,276,276,567.8,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 058,SHIROMI SAKANA NO KUROZU AN,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 059,BUTA YASAI ITAME,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 060,TORINIKU NO KUROZU AN,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 061,TORITERIYAKI BENTO,322,366,276,276,466.1,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
B 062,CHICKEN NANBAN BENTO,322,366,276,276,525.42,SGST@9%,9,CGST@9%,9,,0,,0,KKT,0,0,0,0,A,Menu,0,0,0,0,KUURAKU,YES
